iter	Logloss
0	0.6006158912
1	0.5121764788
2	0.4422646565
3	0.3877644614
4	0.3437237962
5	0.3088595564
6	0.2786114758
7	0.2518318787
8	0.2292075073
9	0.208907798
10	0.1934456136
11	0.1805836627
12	0.1699588741
13	0.1597216238
14	0.1512328888
15	0.1432949262
16	0.1371531248
17	0.1319245257
18	0.1274885384
19	0.1238130528
20	0.1191630609
21	0.1152697669
22	0.1102229165
23	0.1073229889
24	0.104692369
25	0.1022240667
26	0.09953605868
27	0.09777132307
28	0.09604562212
29	0.09469047146
30	0.09266311906
31	0.09118616695
32	0.08987782239
33	0.08809820298
34	0.0870067941
35	0.08593925577
36	0.08478522631
37	0.0840303541
38	0.08261011276
39	0.08078641588
40	0.08018224599
41	0.07913403723
42	0.0784037502
43	0.07706539749
44	0.07633293752
45	0.07491529282
46	0.07283043477
47	0.07219435618
48	0.07122813402
49	0.0706752511
50	0.06997630021
51	0.06856138143
52	0.06820891597
53	0.06746220925
54	0.06690515379
55	0.06608281576
56	0.0657832499
57	0.06525558622
58	0.06485088461
59	0.06432912992
60	0.06397569732
61	0.06346266544
62	0.06305975172
63	0.06262802203
64	0.06199791422
65	0.06167168358
66	0.06112051969
67	0.06062964397
68	0.06042848142
69	0.05988716368
70	0.05932877424
71	0.05893637937
72	0.05856898549
73	0.05824164784
74	0.05796150624
75	0.0575442655
76	0.05616591616
77	0.05570808309
78	0.05553381173
79	0.05512966255
80	0.05477697013
81	0.05430715199
82	0.05403032873
83	0.05354641895
84	0.05330114899
85	0.05310194998
86	0.05249742142
87	0.05189799324
88	0.05137148229
89	0.05111421718
90	0.05087780187
91	0.05068454234
92	0.05054076025
93	0.05030976071
94	0.04999685866
95	0.04914292447
96	0.04851784599
97	0.04824278613
98	0.04788311947
99	0.04761145985
100	0.04733582063
101	0.04707158835
102	0.04653837406
103	0.04616727542
104	0.04599659438
105	0.04576628061
106	0.04556481477
107	0.0453072959
108	0.04515601449
109	0.04474403889
110	0.04457004374
111	0.04430185934
112	0.04393371765
113	0.04382741623
114	0.0437539448
115	0.0436794699
116	0.0434946937
117	0.04320864324
118	0.04285665673
119	0.04266362157
120	0.04223055764
121	0.04191937979
122	0.04170426752
123	0.04160095544
124	0.04147289054
125	0.04128048535
126	0.04073016629
127	0.04066884907
128	0.04058901582
129	0.04032500043
130	0.04012590823
131	0.03982005403
132	0.03973101876
133	0.03952556691
134	0.03935209969
135	0.03917024329
136	0.0391568709
137	0.03911618075
138	0.03900705572
139	0.03863719636
140	0.03853671985
141	0.03838928281
142	0.03833357389
143	0.03826382082
144	0.03816130362
145	0.03795661034
146	0.03773425428
147	0.03759821942
148	0.03726093656
149	0.0371179978
150	0.03702210584
151	0.03686679163
152	0.03644187659
153	0.03634718567
154	0.03599925265
155	0.03580361893
156	0.03562020732
157	0.03547935565
158	0.03538447424
159	0.03526125282
160	0.03510384404
161	0.03491170731
162	0.03474195736
163	0.03461267074
164	0.03448138262
165	0.03426131571
166	0.03419318698
167	0.03403166633
168	0.03395271397
169	0.03377851581
170	0.03356422577
171	0.03340552982
172	0.0332945746
173	0.03305819358
174	0.03297638454
175	0.03287106415
176	0.03269222375
177	0.03265509426
178	0.03255835299
179	0.03243658012
180	0.03233981367
181	0.03226944056
182	0.03216951389
183	0.0320222853
184	0.03166582717
185	0.03151166856
186	0.03137823742
187	0.03115440412
188	0.03098371097
189	0.03094180414
190	0.03089551399
191	0.03083529726
192	0.03064301099
193	0.03057146419
194	0.03052338752
195	0.03030942867
196	0.03022537675
197	0.03017333231
198	0.03011807077
199	0.03005287109
200	0.02998865435
201	0.02983457029
202	0.02973683535
203	0.02963449911
204	0.02950427773
205	0.0293968595
